"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"12638",597787.971528928,213092.940495725,497.899444580078,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00462194501645854,0.245150589037506,0.00147583606753829,0.110072609635462
"12639",599297.351815036,213092.940495725,551.418640136719,1,1,2,1,1,1,1,1,1,0,1,0,0,0.00467413381459469,1.31768163795035,0.146829620762684,0.146802845932817
"12640",600806.732101144,213092.940495725,556.962768554688,1,1,2,1,1,1,2,2,2,0,0,1,1,0.00472367986739706,0.298882518522984,1.45552671815309,1.13782330838692
"12641",602316.112387252,213092.940495725,571.97509765625,1,1,2,1,1,1,1,1,1,0,1,0,0,0.00476939226144342,1.31521700782942,0.15286386581441,0.294582655529304
"12642",603825.49267336,213092.940495725,567.024658203125,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00481022379780509,0.147986366313594,0.00133892935960269,0.101693238069969
"12643",605334.872959468,213092.940495725,539.412353515625,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00484530897279643,0.00519282956187332,0.00128238540410458,0.00303720887987335
"12644",606844.253245576,213092.940495725,514.773986816406,1,1,2,1,1,1,2,1,1,0,0,0,0,0.0048739979097226,0.112193768794754,0.00121757427847808,0.00370548109231063
"12645",608353.633531684,213092.940495725,508.9873046875,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00489588382385096,0.25707223838192,0.145270834985064,0.00453266412108484
"12646",609863.013817792,213092.940495725,514.843688964844,1,1,2,1,1,1,2,2,1,0,0,1,0,0.00491082196001887,0.454136137597126,1.43238183535089,0.00555614696557563
"12647",611372.3941039,213092.940495725,517.268920898438,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00491893851880782,0.402377460781502,0.297520232704091,0.00682162568608894
"12648",612881.774390008,213092.940495725,522.811767578125,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00492062882683487,0.234169666641565,0.232050070498024,0.00838421400526011
"12649",614391.154676116,213092.940495725,630.593627929688,1,1,2,1,1,1,2,2,1,0,0,1,0,0.00491654482768742,0.0054462970544684,1.48484468500324,0.0102644102651185
"12650",615900.534962224,213092.940495725,680.181274414062,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00490757277747959,0.125760498700378,0.276120248378622,0.13294832574936
"12651",617409.915248332,213092.940495725,673.511840820312,1,1,2,1,1,1,2,1,1,0,0,0,0,0.0048948027288524,0.155725636074222,0.134780554367259,0.413437235298489
"12652",618919.29553444,213092.940495725,727.47607421875,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00487949190170879,0.115774792685754,0.000629691114100786,0.581649995173037
"12653",620428.675820548,213092.940495725,756.439880371094,1,1,2,1,2,1,2,1,1,0,0,0,1,0.00486302431713,0.00557733255990403,0.000547995142333411,0.758883163624532
"12654",621938.056106656,213092.940495725,819.013671875,1,1,2,1,2,1,2,1,1,0,0,0,1,0.00484686909609152,0.00559962612957669,0.000473403842015886,0.725527018180826
"12655",623447.436392764,213092.940495725,728.698608398438,1,1,2,1,2,1,2,1,1,0,0,0,1,0.00483253961366565,0.154564972924665,0.000407186569052134,0.901191133331347
"12656",624956.816678872,213092.940495725,773.3125,1,1,2,1,2,1,1,1,2,0,1,0,0,0.0048215552980119,1.29495788320038,0.000350486574457865,0.313680340682799
"12657",626466.19696498,213092.940495725,800.600219726562,1,1,2,1,2,1,2,1,1,0,0,0,1,0.0048154073361906,0.286702143067378,0.000304365972908725,1.05116634146247
"12658",627975.577251089,213092.940495725,856.831115722656,1,1,2,1,2,1,1,1,2,0,1,0,0,0.00481552896812503,1.29467512735696,0.000269867481680222,0.229160377426607
"12659",629484.957537197,213092.940495725,749.286315917969,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00482327048571204,0.271202315378537,0.000248091930321843,0.113369810777973
"12660",630994.337823305,213092.940495725,795.224304199219,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00483987856521718,0.198170188652917,0.00024029190020132,0.0926144819072002
"12661",632503.718109413,213092.940495725,833.950012207031,1,1,2,1,2,1,2,1,2,0,0,0,0,0.0048664791916299,0.138345510641992,0.000247983757274188,0.00454941632224684
