"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"503",635522.478681629,93013.9441279515,3486.91748046875,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00405630968598287,0.00171531560390817,0.00238188469008362,0.00202495714753589
"504",637031.858967737,93013.9441279515,2903.4384765625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00414844780404382,0.0018192179658156,0.00251816279030195,0.00213067629410203
"642",615900.534962224,94514.9315825486,2427.4013671875,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00385001797915943,0.00195448927370521,0.00231347140284593,0.00222848780571137
"643",617409.915248332,94514.9315825486,2238.0458984375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00377971081682184,0.00178363022126827,0.00217865080511233,0.00207248658074524
"644",618919.29553444,94514.9315825486,2231.02319335938,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00372181102311868,0.00163811171024861,0.00206615814375239,0.00194096001313867
"645",620428.675820548,94514.9315825486,2324.55590820312,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00367614801377926,0.00151617716999356,0.00197498027330182,0.00183201595439196
"646",621938.056106656,94514.9315825486,1983.4248046875,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00364258470707319,0.00141633989850954,0.00190426489575943,0.00174404551898885
"647",623447.436392764,94514.9315825486,1945.3134765625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00362102097294392,0.00133737648959718,0.00185332967062192,0.00167572306552646
"648",624956.816678872,94514.9315825486,2365.14599609375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00361139622242784,0.00127832112484853,0.00182166860519736,0.00162600366004082
"649",626466.19696498,94514.9315825486,2476.86840820312,1,1,1,1,1,1,1,1,1,0,0,0,0,0.003613691156433,0.00123846101871452,0.00180895623367482,0.00159411951220279
"650",627975.577251089,94514.9315825486,2552.3173828125,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00362792868604473,0.00121733333139381,0.00181504998368074,0.00157957659066128
"651",629484.957537197,94514.9315825486,2614.48291015625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00365417402729635,0.00121472385166184,0.00183999100254405,0.00158215230594856
"652",630994.337823305,94514.9315825486,2874.74633789062,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00369253396292408,0.00123066770045723,0.00188400357959407,0.00160189484342753
"653",632503.718109413,94514.9315825486,3029.8779296875,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00374315525313097,0.00126545222679197,0.00194749316180581,0.00163912444534488
"654",634013.098395521,94514.9315825486,3229.81713867188,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00380622216796449,0.00131962217202961,0.0020310428236034,0.00169443667149502
"655",635522.478681629,94514.9315825486,3436.43994140625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00388195310679865,0.00139398707720395,0.00213540792306438,0.00176870739567822
"656",637031.858967737,94514.9315825486,3244.44506835938,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00397059626695021,0.00148963081164587,0.00226150856185518,0.0018630990038717
"657",638541.239253845,94514.9315825486,3110.57836914062,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0040724243251278,0.00160792302325004,0.00241041937134771,0.00197906694308399
"658",640050.619539953,94514.9315825486,2936.58984375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00418772810377461,0.0017505322667509,0.00258335607972853,0.00211836544290446
"793",614391.154676116,96015.9190371458,3105.16088867188,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00378059079508752,0.0018275048238428,0.00227937709539884,0.00218780140728802
"794",615900.534962224,96015.9190371458,3093.75146484375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00370035170480376,0.00164472130042943,0.00212675114572887,0.00201527591136574
"795",617409.915248332,96015.9190371458,2539.732421875,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00363227091560152,0.00148727495358454,0.00199649572678759,0.00186775347742144
"796",618919.29553444,96015.9190371458,2782.99072265625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00357614991776714,0.00135325613398299,0.00188748124118253,0.00174315189538036
"797",620428.675820548,96015.9190371458,2690.18994140625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00353181989589121,0.00124101787042827,0.00179872086118277,0.00163965674226394
"798",621938.056106656,96015.9190371458,2511.48217773438,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0034991457628527,0.00114916876966725,0.00172938196428323,0.00155572382440401
"799",623447.436392764,96015.9190371458,1639.0732421875,13,1,1,1,1,1,1,1,1,0,0,0,0,0.0034780293852646,0.00107656642312855,0.00167879455283683,0.00149007779806211
"800",624956.816678872,96015.9190371458,2095.62548828125,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00346841202358328,0.00102231159817747,0.00164645722007209,0.00144170866783598
"801",626466.19696498,96015.9190371458,2384.9375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00347027600582665,0.000985743567687367,0.0016320411485972,0.00140986761469734
"802",627975.577251089,96015.9190371458,2649.0458984375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00348364564653121,0.000966436951113222,0.00163539252763515,0.00139406328977159
"803",629484.957537197,96015.9190371458,2735.13134765625,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00350858741320777,0.000964200407532303,0.0016565336595029,0.00139405940081605
"804",630994.337823305,96015.9190371458,3023.42724609375,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00354520933208217,0.000979077453041578,0.00169566290074244,0.00140987414269276
"805",632503.718109413,96015.9190371458,3331.72216796875,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00359365961426972,0.00101134958649305,0.00175315345428895,0.00144178178003377
"806",634013.098395521,96015.9190371458,3438.92114257812,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00365412447370332,0.0010615418080995,0.00182955090089743,0.00149031646539974
